HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Connecticut,1163,2,Queens,1474,15,0.8730979675020905
Connecticut,1163,2,Santa Clara,1365,10,0.7207865349306812
Connecticut,1163,2,Siena,1373,16,0.8621521292984696
Connecticut,1163,2,SMU,1374,11,0.7248811337334947
Connecticut,1163,2,South Florida,1378,11,0.7341667971340331
Connecticut,1163,2,St John's,1385,5,0.5
Connecticut,1163,2,Saint Louis,1387,9,0.703708044671949
Connecticut,1163,2,St Mary's CA,1388,7,0.5
Connecticut,1163,2,TCU,1395,9,0.7277378935189864
Connecticut,1163,2,Tennessee,1397,6,0.6367344805866194
Connecticut,1163,2,Tennessee State,1398,15,0.5
Connecticut,1163,2,Texas,1400,11,0.7374539636974933
Connecticut,1163,2,Texas A&M,1401,10,0.7151213050733384
Connecticut,1163,2,Texas Tech,1403,5,0.6761751451129638
Connecticut,1163,2,Troy,1407,13,0.8313399147166761
Connecticut,1163,2,UCF,1416,10,0.7649467656323943
Connecticut,1163,2,UCLA,1417,7,0.6567699585285223
Connecticut,1163,2,UMBC,1420,16,0.8632240449126679
Connecticut,1163,2,Utah State,1429,9,0.5
Connecticut,1163,2,Vanderbilt,1435,5,0.6720961496059695
Connecticut,1163,2,VCU,1433,11,0.7271026077503605
Connecticut,1163,2,Villanova,1437,8,0.7015785420438831
Connecticut,1163,2,Virginia,1438,3,0.6925943234741413
Connecticut,1163,2,Wisconsin,1458,5,0.6576375590048782
Connecticut,1163,2,Wright State,1460,14,0.5
Duke,1181,1,Florida,1196,1,0.5349334994967097
Duke,1181,1,Furman,1202,15,0.8558198454944741
Duke,1181,1,Georgia,1208,8,0.7062740688969146
Duke,1181,1,Gonzaga,1211,3,0.5596195166332908
Duke,1181,1,Hawaii,1218,13,0.8349147442941585
Duke,1181,1,High Point,1219,12,0.7950233897088528
Duke,1181,1,Hofstra,1220,13,0.7959244784244177
Duke,1181,1,Houston,1222,2,0.5518975247395398
Duke,1181,1,Howard,1224,16,0.8768073014668629
Duke,1181,1,Idaho,1225,15,0.8604514320601473
Duke,1181,1,Illinois,1228,3,0.6129157882681997
Duke,1181,1,Iowa,1234,9,0.6923002664588603
Duke,1181,1,Iowa St,1235,2,0.5
Duke,1181,1,Kansas,1242,4,0.6075408032219125
Duke,1181,1,Kennesaw State,1244,14,0.5
Duke,1181,1,Kentucky,1246,7,0.6489888362898456
Duke,1181,1,Lehigh,1250,16,0.9060761270372092
Duke,1181,1,LIU Brooklyn,1254,16,0.8821671323182168
Duke,1181,1,Louisville,1257,6,0.6540459465934954
Duke,1181,1,McNeese St,1270,12,0.5
Duke,1181,1,Miami FL,1274,7,0.6804969433051786
Duke,1181,1,Miami OH,1275,11,0.8000420939383139
Duke,1181,1,Michigan,1276,1,0.44901498211437796
Duke,1181,1,Michigan St,1277,3,0.5
Duke,1181,1,Missouri,1281,10,0.7457177758688134
Duke,1181,1,North Dakota State,1295,14,0.5
Duke,1181,1,NC State,1301,11,0.5
Duke,1181,1,Nebraska,1304,4,0.6731838229025373
Duke,1181,1,North Carolina,1314,6,0.584848842778446
Duke,1181,1,Northern Iowa,1320,12,0.7818215726767486
Duke,1181,1,Ohio St,1326,8,0.5
Duke,1181,1,Penn,1335,14,0.8569178107618273
Duke,1181,1,Prairie View,1341,16,0.5
Duke,1181,1,Purdue,1345,2,0.5856815448976868
Duke,1181,1,Queens,1474,15,0.8739348245380613
Duke,1181,1,Santa Clara,1365,10,0.7223083526755397
Duke,1181,1,Siena,1373,16,0.8630498465894643
Duke,1181,1,SMU,1374,11,0.7263891059633762
Duke,1181,1,South Florida,1378,11,0.7356424345048934
Duke,1181,1,St John's,1385,5,0.5
Duke,1181,1,Saint Louis,1387,9,0.7052848863336036
Duke,1181,1,St Mary's CA,1388,7,0.5
Duke,1181,1,TCU,1395,9,0.7292360562270029
Duke,1181,1,Tennessee,1397,6,0.6384846427133032
Duke,1181,1,Tennessee State,1398,15,0.5
Duke,1181,1,Texas,1400,11,0.7389178429929641
Duke,1181,1,Texas A&M,1401,10,0.7166618625765235
Duke,1181,1,Texas Tech,1403,5,0.6778314318790037
Duke,1181,1,Troy,1407,13,0.8323992846978995
Duke,1181,1,UCF,1416,10,0.7663059302694804
Duke,1181,1,UCLA,1417,7,0.6584753672296044
Duke,1181,1,UMBC,1420,16,0.8641158817188049
Duke,1181,1,Utah State,1429,9,0.5
Duke,1181,1,Vanderbilt,1435,5,0.6737632335671758
Duke,1181,1,VCU,1433,11,0.7286029625326859
Duke,1181,1,Villanova,1437,8,0.7031619362433978
Duke,1181,1,Virginia,1438,3,0.6942046095010861
Duke,1181,1,Wisconsin,1458,5,0.6593408928445738
Duke,1181,1,Wright State,1460,14,0.5
Florida,1196,1,Furman,1202,15,0.837675621660717
Florida,1196,1,Georgia,1208,8,0.6764257778664009
Florida,1196,1,Gonzaga,1211,3,0.5248934009084736
Florida,1196,1,Hawaii,1218,13,0.8147093187154952
Florida,1196,1,High Point,1219,12,0.7712730675554137
Florida,1196,1,Hofstra,1220,13,0.7722486542042106
Florida,1196,1,Houston,1222,2,0.5170879444290132
Florida,1196,1,Howard,1224,16,0.8608748710247687
Florida,1196,1,Idaho,1225,15,0.842782993161503
Florida,1196,1,Illinois,1228,3,0.5792324319106564
Florida,1196,1,Iowa,1234,9,0.6617121146042648
Florida,1196,1,Iowa St,1235,2,0.5
Florida,1196,1,Kansas,1242,4,0.573715027282042
Florida,1196,1,Kennesaw State,1244,14,0.5
Florida,1196,1,Kentucky,1246,7,0.6164803179053269
Florida,1196,1,Lehigh,1250,16,0.8934691035148447
Florida,1196,1,LIU Brooklyn,1254,16,0.8668225983192056
Florida,1196,1,Louisville,1257,6,0.6217328011506362
Florida,1196,1,McNeese St,1270,12,0.5
Florida,1196,1,Miami FL,1274,7,0.6493297735797903
Florida,1196,1,Miami OH,1275,11,0.7767099586796578
Michigan,1276,1,Florida,1196,1,0.5853107346699132
Florida,1196,1,Michigan St,1277,3,0.5
Florida,1196,1,Missouri,1281,10,0.7182789105299167
Florida,1196,1,North Dakota State,1295,14,0.5
Florida,1196,1,NC State,1301,11,0.5
Florida,1196,1,Nebraska,1304,4,0.6416789058853037
Florida,1196,1,North Carolina,1314,6,0.5505142538140889
Florida,1196,1,Northern Iowa,1320,12,0.7570091059245996
Florida,1196,1,Ohio St,1326,8,0.5
Florida,1196,1,Penn,1335,14,0.8388857474321662
Florida,1196,1,Prairie View,1341,16,0.5
Florida,1196,1,Purdue,1345,2,0.5513629952731288
Florida,1196,1,Queens,1474,15,0.8576911935398821
Florida,1196,1,Santa Clara,1365,10,0.6933820808896298
Florida,1196,1,Siena,1373,16,0.8456513822318827
Florida,1196,1,SMU,1374,11,0.6977100154883464
Florida,1196,1,South Florida,1378,11,0.7075427489538382
Florida,1196,1,St John's,1385,5,0.5
Florida,1196,1,Saint Louis,1387,9,0.6753822761663497
Florida,1196,1,St Mary's CA,1388,7,0.5
Florida,1196,1,TCU,1395,9,0.700732432173258
Florida,1196,1,Tennessee,1397,6,0.6055945038099628
Florida,1196,1,Tennessee State,1398,15,0.5
Florida,1196,1,Texas,1400,11,0.7110295536199108
Florida,1196,1,Texas A&M,1401,10,0.6874019628013069
Florida,1196,1,Texas Tech,1403,5,0.6465393016962769
Florida,1196,1,Troy,1407,13,0.8119553241876311
Florida,1196,1,UCF,1416,10,0.7403150318950285
Florida,1196,1,UCLA,1417,7,0.6263395815385003
Florida,1196,1,UMBC,1420,16,0.846828812990698
Florida,1196,1,Utah State,1429,9,0.5
Florida,1196,1,Vanderbilt,1435,5,0.6422844913488065
Florida,1196,1,VCU,1433,11,0.70006010416087
Florida,1196,1,Villanova,1437,8,0.6731437505467909
Florida,1196,1,Virginia,1438,3,0.6637138094432392
Florida,1196,1,Wisconsin,1458,5,0.6272404451202125
Florida,1196,1,Wright State,1460,14,0.5
Georgia,1208,8,Furman,1202,15,0.7116969625757722
Gonzaga,1211,3,Furman,1202,15,0.8236649961609771
Hawaii,1218,13,Furman,1202,15,0.5399468611125199
High Point,1219,12,Furman,1202,15,0.6048035338093793
Hofstra,1220,13,Furman,1202,15,0.6034789729270987
Houston,1222,2,Furman,1202,15,0.8281618929617436
Furman,1202,15,Howard,1224,16,0.5452610510093188
Idaho,1225,15,Furman,1202,15,0.4904891043406606
Illinois,1228,3,Furman,1202,15,0.789416368214919
Iowa,1234,9,Furman,1202,15,0.7251396180742364
Iowa St,1235,2,Furman,1202,15,0.5
Kansas,1242,4,Furman,1202,15,0.7931485353051698
Kennesaw State,1244,14,Furman,1202,15,0.5
Kentucky,1246,7,Furman,1202,15,0.7624934680262015
Furman,1202,15,Lehigh,1250,16,0.619079365086578
Furman,1202,15,LIU Brooklyn,1254,16,0.5577703455172786
Louisville,1257,6,Furman,1202,15,0.7584361285395631
McNeese St,1270,12,Furman,1202,15,0.5
Miami FL,1274,7,Furman,1202,15,0.7359336976693994
Miami OH,1275,11,Furman,1202,15,0.5973507998602945
Michigan,1276,1,Furman,1202,15,0.8792819201078848
Michigan St,1277,3,Furman,1202,15,0.5
Missouri,1281,10,Furman,1202,15,0.6693161771650037
North Dakota State,1295,14,Furman,1202,15,0.5
NC State,1301,11,Furman,1202,15,0.5
Nebraska,1304,4,Furman,1202,15,0.7423800236098848
North Carolina,1314,6,Furman,1202,15,0.8081890209949234
Northern Iowa,1320,12,Furman,1202,15,0.6235592109399705
Ohio St,1326,8,Furman,1202,15,0.5
Penn,1335,14,Furman,1202,15,0.49776839157599295
Furman,1202,15,Prairie View,1341,16,0.5
Purdue,1345,2,Furman,1202,15,0.8076566529329425
Furman,1202,15,Queens,1474,15,0.5387249050457794
Santa Clara,1365,10,Furman,1202,15,0.6953084251497308
Furman,1202,15,Siena,1373,16,0.5149603158835131
SMU,1374,11,Furman,1202,15,0.6909613363768329
South Florida,1378,11,Furman,1202,15,0.6808226030766992
St John's,1385,5,Furman,1202,15,0.5
Saint Louis,1387,9,Furman,1202,15,0.712673391295824
St Mary's CA,1388,7,Furman,1202,15,0.5
TCU,1395,9,Furman,1202,15,0.6878841920026741
Tennessee,1397,6,Furman,1202,15,0.7706885481349992
Tennessee State,1398,15,Furman,1202,15,0.5
Texas,1400,11,Furman,1202,15,0.677136817538803
Texas A&M,1401,10,Furman,1202,15,0.7012030359101069
Texas Tech,1403,5,Furman,1202,15,0.7383040857730533
Troy,1407,13,Furman,1202,15,0.5444494773272113
UCF,1416,10,Furman,1202,15,0.6441512302071504
UCLA,1417,7,Furman,1202,15,0.7548204296116877
Furman,1202,15,UMBC,1420,16,0.5172202187452488
Utah State,1429,9,Furman,1202,15,0.5
Vanderbilt,1435,5,Furman,1202,15,0.741875791329426
VCU,1433,11,Furman,1202,15,0.6885716713693952
Villanova,1437,8,Furman,1202,15,0.7147559114811703
Virginia,1438,3,Furman,1202,15,0.723351150493149
Wisconsin,1458,5,Furman,1202,15,0.7541070221410757
Wright State,1460,14,Furman,1202,15,0.5
Gonzaga,1211,3,Georgia,1208,8,0.6542420002341712
Georgia,1208,8,Hawaii,1218,13,0.6777632117033052
Georgia,1208,8,High Point,1219,12,0.617303705542023
Georgia,1208,8,Hofstra,1220,13,0.6186112710872608
Houston,1222,2,Georgia,1208,8,0.6612827445623515
Georgia,1208,8,Howard,1224,16,0.7474732288772984
Georgia,1208,8,Idaho,1225,15,0.7194405475079765
Illinois,1228,3,Georgia,1208,8,0.6029497365927741
Georgia,1208,8,Iowa,1234,9,0.4833908931307098
Iowa St,1235,2,Georgia,1208,8,0.5
Kansas,1242,4,Georgia,1208,8,0.6083470650324642
Georgia,1208,8,Kennesaw State,1244,14,0.5
Kentucky,1246,7,Georgia,1208,8,0.5653143322134088
Georgia,1208,8,Lehigh,1250,16,0.8004776735918854
Georgia,1208,8,LIU Brooklyn,1254,16,0.7568999606794472
Louisville,1257,6,Georgia,1208,8,0.5598330691428369
Georgia,1208,8,McNeese St,1270,12,0.5
Miami FL,1274,7,Georgia,1208,8,0.5302878088770112
Georgia,1208,8,Miami OH,1275,11,0.624619206107632
Michigan,1276,1,Georgia,1208,8,0.7468737148425607
Michigan St,1277,3,Georgia,1208,8,0.5
Georgia,1208,8,Missouri,1281,10,0.5494741334389516
Georgia,1208,8,North Dakota State,1295,14,0.5
Georgia,1208,8,NC State,1301,11,0.5
Nebraska,1304,4,Georgia,1208,8,0.5386069167901103
North Carolina,1314,6,Georgia,1208,8,0.6305659475807703
Georgia,1208,8,Northern Iowa,1320,12,0.5984370684050581
Ohio St,1326,8,Georgia,1208,8,0.5
Georgia,1208,8,Penn,1335,14,0.7135250729043717
Georgia,1208,8,Prairie View,1341,16,0.5
Purdue,1345,2,Georgia,1208,8,0.6297664296894484
Georgia,1208,8,Queens,1474,15,0.7424708181164313
Georgia,1208,8,Santa Clara,1365,10,0.5196360400039152
Georgia,1208,8,Siena,1373,16,0.723821855358858
Georgia,1208,8,SMU,1374,11,0.5247354392194288
Georgia,1208,8,South Florida,1378,11,0.5364565234289052
St John's,1385,5,Georgia,1208,8,0.5
Georgia,1208,8,Saint Louis,1387,9,0.49880910365828673
St Mary's CA,1388,7,Georgia,1208,8,0.5
Georgia,1208,8,TCU,1395,9,0.5283181298400904
Tennessee,1397,6,Georgia,1208,8,0.5765345002560447
Georgia,1208,8,Tennessee State,1398,15,0.5
Georgia,1208,8,Texas,1400,11,0.5406588652454257
Georgia,1208,8,Texas A&M,1401,10,0.5126490196600896
Texas Tech,1403,5,Georgia,1208,8,0.5333336131449897
Georgia,1208,8,Troy,1407,13,0.6737887689228869
Georgia,1208,8,UCF,1416,10,0.5769370985700946
UCLA,1417,7,Georgia,1208,8,0.5549889105837235
Georgia,1208,8,UMBC,1420,16,0.7256271155986899
Georgia,1208,8,Utah State,1429,9,0.5
Vanderbilt,1435,5,Georgia,1208,8,0.5379520777268034
Georgia,1208,8,VCU,1433,11,0.5275196314696173
Villanova,1437,8,Georgia,1208,8,0.5037388730522879
Virginia,1438,3,Georgia,1208,8,0.5143724676868128
Wisconsin,1458,5,Georgia,1208,8,0.5540375822162732
Georgia,1208,8,Wright State,1460,14,0.5
Gonzaga,1211,3,Hawaii,1218,13,0.7991916077159209
Gonzaga,1211,3,High Point,1219,12,0.7532195409442565
Gonzaga,1211,3,Hofstra,1220,13,0.7542475953168393
Houston,1222,2,Gonzaga,1211,3,0.5078187601640363
Gonzaga,1211,3,Howard,1224,16,0.8485044952073751
Gonzaga,1211,3,Idaho,1225,15,0.8291232731977772
Illinois,1228,3,Gonzaga,1211,3,0.44522885430204634
Gonzaga,1211,3,Iowa,1234,9,0.6390578592222498
Iowa St,1235,2,Gonzaga,1211,3,0.5
Gonzaga,1211,3,Kansas,1242,4,0.5491826303679329
Gonzaga,1211,3,Kennesaw State,1244,14,0.5
Gonzaga,1211,3,Kentucky,1246,7,0.5926616405257493
Gonzaga,1211,3,Lehigh,1250,16,0.8836050159080338
Gonzaga,1211,3,LIU Brooklyn,1254,16,0.8548919259578882
Gonzaga,1211,3,Louisville,1257,6,0.5980276297747066
Gonzaga,1211,3,McNeese St,1270,12,0.5
Gonzaga,1211,3,Miami FL,1274,7,0.6263145825592561
Gonzaga,1211,3,Miami OH,1275,11,0.7589514490530712
Michigan,1276,1,Gonzaga,1211,3,0.6092758701415544
Michigan St,1277,3,Gonzaga,1211,3,0.5
Gonzaga,1211,3,Missouri,1281,10,0.6976820938985886
Gonzaga,1211,3,North Dakota State,1295,14,0.5
Gonzaga,1211,3,NC State,1301,11,0.5
Gonzaga,1211,3,Nebraska,1304,4,0.6184566294145187
Gonzaga,1211,3,North Carolina,1314,6,0.5257503743605001
Gonzaga,1211,3,Northern Iowa,1320,12,0.7382118616733938
Gonzaga,1211,3,Ohio St,1326,8,0.5
Gonzaga,1211,3,Penn,1335,14,0.8249577450752339
Gonzaga,1211,3,Prairie View,1341,16,0.5
Purdue,1345,2,Gonzaga,1211,3,0.47339433365442335
Gonzaga,1211,3,Queens,1474,15,0.8450886784456996
Gonzaga,1211,3,Santa Clara,1365,10,0.6717967554708301
Gonzaga,1211,3,Siena,1373,16,0.8321912582407534
Gonzaga,1211,3,SMU,1374,11,0.6762871261194165
Gonzaga,1211,3,South Florida,1378,11,0.6865035900996669
Gonzaga,1211,3,St John's,1385,5,0.5
Gonzaga,1211,3,Saint Louis,1387,9,0.6531636401012898
Gonzaga,1211,3,St Mary's CA,1388,7,0.5
Gonzaga,1211,3,TCU,1395,9,0.6794253220978561
Gonzaga,1211,3,Tennessee,1397,6,0.5815586451812303
Gonzaga,1211,3,Tennessee State,1398,15,0.5
Gonzaga,1211,3,Texas,1400,11,0.6901313782533091
Gonzaga,1211,3,Texas A&M,1401,10,0.66559868110115
Gonzaga,1211,3,Texas Tech,1403,5,0.6234471735976588
Gonzaga,1211,3,Troy,1407,13,0.7962646486081647
Gonzaga,1211,3,UCF,1416,10,0.7207028366087753
Gonzaga,1211,3,UCLA,1417,7,0.6027386417238508
Gonzaga,1211,3,UMBC,1420,16,0.833451145647734
Gonzaga,1211,3,Utah State,1429,9,0.5
Gonzaga,1211,3,Vanderbilt,1435,5,0.6190781636109749
Gonzaga,1211,3,VCU,1433,11,0.678727072633834
Gonzaga,1211,3,Villanova,1437,8,0.6508511052366063
Gonzaga,1211,3,Virginia,1438,3,0.6411209013469119
Gonzaga,1211,3,Wisconsin,1458,5,0.6036603996704535
Gonzaga,1211,3,Wright State,1460,14,0.5
High Point,1219,12,Hawaii,1218,13,0.565961279332604
Hofstra,1220,13,Hawaii,1218,13,0.5646002537962453
Houston,1222,2,Hawaii,1218,13,0.8041642332840261
Hawaii,1218,13,Howard,1224,16,0.5845961006294501
Hawaii,1218,13,Idaho,1225,15,0.5493827087971109
Illinois,1228,3,Hawaii,1218,13,0.7615656366102778
Iowa,1234,9,Hawaii,1218,13,0.6921035843239198
Iowa St,1235,2,Hawaii,1218,13,0.5
Kansas,1242,4,Hawaii,1218,13,0.7656448663244462
Hawaii,1218,13,Kennesaw State,1244,14,0.5
Kentucky,1246,7,Hawaii,1218,13,0.7322895654250141
Hawaii,1218,13,Lehigh,1250,16,0.6560568716406652
Hawaii,1218,13,LIU Brooklyn,1254,16,0.5968234318660881
Louisville,1257,6,Hawaii,1218,13,0.7279003790609581
McNeese St,1270,12,Hawaii,1218,13,0.5
Miami FL,1274,7,Hawaii,1218,13,0.7036648470364877
Miami OH,1275,11,Hawaii,1218,13,0.5583109916182827
Michigan,1276,1,Hawaii,1218,13,0.8612270390139249
Michigan St,1277,3,Hawaii,1218,13,0.5
Missouri,1281,10,Hawaii,1218,13,0.6329666761908647
Hawaii,1218,13,North Dakota State,1295,14,0.5
NC State,1301,11,Hawaii,1218,13,0.5
Nebraska,1304,4,Hawaii,1218,13,0.7105891287912199
North Carolina,1314,6,Hawaii,1218,13,0.7821358661473748
Northern Iowa,1320,12,Hawaii,1218,13,0.5852963741008476
Ohio St,1326,8,Hawaii,1218,13,0.5
Hawaii,1218,13,Penn,1335,14,0.5421634347721669
Hawaii,1218,13,Prairie View,1341,16,0.5
Purdue,1345,2,Hawaii,1218,13,0.7815507330407534
Hawaii,1218,13,Queens,1474,15,0.5781879583365439
Santa Clara,1365,10,Hawaii,1218,13,0.6603662472831549
Hawaii,1218,13,Siena,1373,16,0.554776236011902
SMU,1374,11,Hawaii,1218,13,0.6557674421060531
South Florida,1378,11,Hawaii,1218,13,0.6450671947734166
St John's,1385,5,Hawaii,1218,13,0.5
Saint Louis,1387,9,Hawaii,1218,13,0.6788026996651231
St Mary's CA,1388,7,Hawaii,1218,13,0.5
TCU,1395,9,Hawaii,1218,13,0.6525160982556304
Tennessee,1397,6,Hawaii,1218,13,0.7411730563185928
Hawaii,1218,13,Tennessee State,1398,15,0.5
Texas,1400,11,Hawaii,1218,13,0.6411861222287508
Texas A&M,1401,10,Hawaii,1218,13,0.6666127271443858
Texas Tech,1403,5,Hawaii,1218,13,0.7062092610829765
Troy,1407,13,Hawaii,1218,13,0.5045348246635147
UCF,1416,10,Hawaii,1218,13,0.6066611548514296
UCLA,1417,7,Hawaii,1218,13,0.7239939538932597
Hawaii,1218,13,UMBC,1420,16,0.5570102119981606
Utah State,1429,9,Hawaii,1218,13,0.5
Vanderbilt,1435,5,Hawaii,1218,13,0.7100469758323239
VCU,1433,11,Hawaii,1218,13,0.6532422103667603
Villanova,1437,8,Hawaii,1218,13,0.681020834291558
Virginia,1438,3,Hawaii,1218,13,0.6901919962955917
Wisconsin,1458,5,Hawaii,1218,13,0.7232237394522201
Hawaii,1218,13,Wright State,1460,14,0.5
High Point,1219,12,Hofstra,1220,13,0.5013846257364747
Houston,1222,2,High Point,1219,12,0.758987264047617
High Point,1219,12,Howard,1224,16,0.6472702680955513
High Point,1219,12,Idaho,1225,15,0.6138604562274544
Illinois,1228,3,High Point,1219,12,0.710104242739717
Iowa,1234,9,High Point,1219,12,0.632877268086698
Iowa St,1235,2,High Point,1219,12,0.5
Kansas,1242,4,High Point,1219,12,0.7147341075259681
High Point,1219,12,Kennesaw State,1244,14,0.5
Kentucky,1246,7,High Point,1219,12,0.6771878584201367
High Point,1219,12,Lehigh,1250,16,0.7132381053347899
High Point,1219,12,LIU Brooklyn,1254,16,0.6587297394121747
Louisville,1257,6,High Point,1219,12,0.6722995404006495
McNeese St,1270,12,High Point,1219,12,0.5
Miami FL,1274,7,High Point,1219,12,0.6455234100981248
Miami OH,1275,11,High Point,1219,12,0.4922301729493124
Michigan,1276,1,High Point,1219,12,0.826371579032458
Michigan St,1277,3,High Point,1219,12,0.5
Missouri,1281,10,High Point,1219,12,0.5694415889207508
High Point,1219,12,North Dakota State,1295,14,0.5
NC State,1301,11,High Point,1219,12,0.5
Nebraska,1304,4,High Point,1219,12,0.6531365630488181
North Carolina,1314,6,High Point,1219,12,0.733560900087729
Northern Iowa,1320,12,High Point,1219,12,0.519780249922402
Ohio St,1326,8,High Point,1219,12,0.5
High Point,1219,12,Penn,1335,14,0.6069351021146372
High Point,1219,12,Prairie View,1341,16,0.5
Purdue,1345,2,High Point,1219,12,0.7328898600591623
High Point,1219,12,Queens,1474,15,0.6412356159700918
Santa Clara,1365,10,High Point,1219,12,0.5985758966336618
High Point,1219,12,Siena,1373,16,0.6190174228934614
SMU,1374,11,High Point,1219,12,0.5936552511496918
South Florida,1378,11,High Point,1219,12,0.5822542179249023
St John's,1385,5,High Point,1219,12,0.5
Saint Louis,1387,9,High Point,1219,12,0.6184284257119608
St Mary's CA,1388,7,High Point,1219,12,0.5
TCU,1395,9,High Point,1219,12,0.5901838746603142
Tennessee,1397,6,High Point,1219,12,0.6871185680847041
High Point,1219,12,Tennessee State,1398,15,0.5
Texas,1400,11,High Point,1219,12,0.5781354890146978
Texas A&M,1401,10,High Point,1219,12,0.6052795312183599
Texas Tech,1403,5,High Point,1219,12,0.6483175396149776
High Point,1219,12,Troy,1407,13,0.5615000389334159
UCF,1416,10,High Point,1219,12,0.5418784190306444
UCLA,1417,7,High Point,1219,12,0.6679590031122069
High Point,1219,12,UMBC,1420,16,0.6211491815667015
Utah State,1429,9,High Point,1219,12,0.5
Vanderbilt,1435,5,High Point,1219,12,0.6525394106529059
VCU,1433,11,High Point,1219,12,0.5909585876583562
Villanova,1437,8,High Point,1219,12,0.6208306012831752
Virginia,1438,3,High Point,1219,12,0.6307941270815081
Wisconsin,1458,5,High Point,1219,12,0.6671043185699781
High Point,1219,12,Wright State,1460,14,0.5
Houston,1222,2,Hofstra,1220,13,0.7599989468462689
Hofstra,1220,13,Howard,1224,16,0.6460047321136563
Hofstra,1220,13,Idaho,1225,15,0.6125468043597067
Illinois,1228,3,Hofstra,1220,13,0.7112430527585843
Iowa,1234,9,Hofstra,1220,13,0.6341631576358966
Iowa St,1235,2,Hofstra,1220,13,0.5
Kansas,1242,4,Hofstra,1220,13,0.7158620073925905
Hofstra,1220,13,Kennesaw State,1244,14,0.5
Kentucky,1246,7,Hofstra,1220,13,0.6783974128786078
Hofstra,1220,13,Lehigh,1250,16,0.7121039786125329
Hofstra,1220,13,LIU Brooklyn,1254,16,0.6574835614320124
Louisville,1257,6,Hofstra,1220,13,0.6735185805636889
McNeese St,1270,12,Hofstra,1220,13,0.5
Miami FL,1274,7,Hofstra,1220,13,0.6467897259818163
Miami OH,1275,11,Hofstra,1220,13,0.49361452389825294
Michigan,1276,1,Hofstra,1220,13,0.8271648183872946
Michigan St,1277,3,Hofstra,1220,13,0.5
Missouri,1281,10,Hofstra,1220,13,0.57079898519443
Hofstra,1220,13,North Dakota State,1295,14,0.5
NC State,1301,11,Hofstra,1220,13,0.5
Nebraska,1304,4,Hofstra,1220,13,0.654390243116587
North Carolina,1314,6,Hofstra,1220,13,0.7346419981601142
Northern Iowa,1320,12,Hofstra,1220,13,0.5211625572378263
Ohio St,1326,8,Hofstra,1220,13,0.5
Hofstra,1220,13,Penn,1335,14,0.605613026789339
Hofstra,1220,13,Prairie View,1341,16,0.5
Purdue,1345,2,Hofstra,1220,13,0.73397269350204275
Hofstra,1220,13,Queens,1474,15,0.6399604720560367
Santa Clara,1365,10,Hofstra,1220,13,0.5999059774135898
Hofstra,1220,13,Siena,1373,16,0.6177103892968646
SMU,1374,11,Hofstra,1220,13,0.5949906043207809
South Florida,1378,11,Hofstra,1220,13,0.5836007580629448
St John's,1385,5,Hofstra,1220,13,0.5
Saint Louis,1387,9,Hofstra,1220,13,0.6197345156417609
St Mary's CA,1388,7,Hofstra,1220,13,0.5
TCU,1395,9,Hofstra,1220,13,0.5915227862609477
Tennessee,1397,6,Hofstra,1220,13,0.688308039515124
Hofstra,1220,13,Tennessee State,1398,15,0.5
Texas,1400,11,Hofstra,1220,13,0.5794857170181158
Texas A&M,1401,10,Hofstra,1220,13,0.6066019982897112
Texas Tech,1403,5,Hofstra,1220,13,0.6495792923752175
Hofstra,1220,13,Troy,1407,13,0.560135896574589
UCF,1416,10,Hofstra,1220,13,0.543253012501323
UCLA,1417,7,Hofstra,1220,13,0.6691862447937915
Hofstra,1220,13,UMBC,1420,16,0.6198449700193
Utah State,1429,9,Hofstra,1220,13,0.5
Vanderbilt,1435,5,Hofstra,1220,13,0.6537941049815318
VCU,1433,11,Hofstra,1220,13,0.5922967166712416
Villanova,1437,8,Hofstra,1220,13,0.6221334927653142
Virginia,1438,3,Hofstra,1220,13,0.6320830713579119
Wisconsin,1458,5,Hofstra,1220,13,0.6683331506691301
Hofstra,1220,13,Wright State,1460,14,0.5
Houston,1222,2,Howard,1224,16,0.8524813872208516
Houston,1222,2,Idaho,1225,15,0.833509109454395
Houston,1222,2,Illinois,1228,3,0.5624828745842795
Houston,1222,2,Iowa,1234,9,0.6462406130810171
Houston,1222,2,Iowa St,1235,2,0.5
Houston,1222,2,Kansas,1242,4,0.5569138462930662
Houston,1222,2,Kennesaw State,1244,14,0.5
Houston,1222,2,Kentucky,1246,7,0.6001900502672912
Houston,1222,2,Lehigh,1250,16,0.886783433699538
Houston,1222,2,LIU Brooklyn,1254,16,0.8587290592345452
Houston,1222,2,Louisville,1257,6,0.6055228759948542
Houston,1222,2,McNeese St,1270,12,0.5
Houston,1222,2,Miami FL,1274,7,0.6336055348987212
Houston,1222,2,Miami OH,1275,11,0.7646270694454337
Michigan,1276,1,Houston,1222,2,0.6018050396222155
Houston,1222,2,Michigan St,1277,3,0.5
Houston,1222,2,Missouri,1281,10,0.7042381485387583
Houston,1222,2,North Dakota State,1295,14,0.5
Houston,1222,2,NC State,1301,11,0.5
Houston,1222,2,Nebraska,1304,4,0.6258092993505803
Houston,1222,2,North Carolina,1314,6,0.5335421215780073
Houston,1222,2,Northern Iowa,1320,12,0.7442112272754335
Houston,1222,2,Ohio St,1326,8,0.5
