HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Connecticut,1163,2,McNeese St,1270,12,0.7180398316255422
Connecticut,1163,2,Miami FL,1274,7,0.6692118504776784
Connecticut,1163,2,Miami OH,1275,11,0.7858676396630221
Michigan,1276,1,Connecticut,1163,2,0.5481709223085685
Connecticut,1163,2,Michigan St,1277,3,0.7180398316255422
Connecticut,1163,2,Missouri,1281,10,0.7272176880285982
Connecticut,1163,2,North Dakota State,1295,14,0.7180398316255422
Connecticut,1163,2,NC State,1301,11,0.7180398316255422
Connecticut,1163,2,Nebraska,1304,4,0.662269560523917
Connecticut,1163,2,North Carolina,1314,6,0.5680830741177856
Connecticut,1163,2,Northern Iowa,1320,12,0.7684489901659596
Connecticut,1163,2,Ohio St,1326,8,0.7180398316255422
Connecticut,1163,2,Penn,1335,14,0.829297473164712
Connecticut,1163,2,Prairie View,1341,16,0.7180398316255422
Connecticut,1163,2,Purdue,1345,2,0.5782549031833389
Connecticut,1163,2,Queens,1474,15,0.8466929469152786
Connecticut,1163,2,Santa Clara,1365,10,0.7092514830629846
Connecticut,1163,2,Siena,1373,16,0.8508448166578106
Connecticut,1163,2,SMU,1374,11,0.710497134669622
Connecticut,1163,2,South Florida,1378,11,0.7231009986832716
Connecticut,1163,2,St John's,1385,5,0.7180398316255422
Connecticut,1163,2,Saint Louis,1387,9,0.690544761731086
Connecticut,1163,2,St Mary's CA,1388,7,0.7180398316255422
Connecticut,1163,2,TCU,1395,9,0.7139172844117242
Connecticut,1163,2,Tennessee,1397,6,0.6241826040169991
Connecticut,1163,2,Tennessee State,1398,15,0.7180398316255422
Connecticut,1163,2,Texas,1400,11,0.7222944138039229
Connecticut,1163,2,Texas A&M,1401,10,0.7013397744756811
Connecticut,1163,2,Texas Tech,1403,5,0.6620164696990225
Connecticut,1163,2,Troy,1407,13,0.8186036105814327
Connecticut,1163,2,UCF,1416,10,0.7505237842156925
Connecticut,1163,2,UCLA,1417,7,0.6475285396938237
Connecticut,1163,2,UMBC,1420,16,0.8523505059388544
Connecticut,1163,2,Utah State,1429,9,0.7180398316255422
Connecticut,1163,2,Vanderbilt,1435,5,0.6632150055475642
Connecticut,1163,2,VCU,1433,11,0.7139823866816498
Connecticut,1163,2,Villanova,1437,8,0.6890399827165159
Connecticut,1163,2,Virginia,1438,3,0.683858148220379
Connecticut,1163,2,Wisconsin,1458,5,0.6481111665949119
Connecticut,1163,2,Wright State,1460,14,0.7180398316255422
Duke,1181,1,Florida,1196,1,0.5356411725367475
Duke,1181,1,Furman,1202,15,0.8436650673754982
Duke,1181,1,Georgia,1208,8,0.6920895454601499
Duke,1181,1,Gonzaga,1211,3,0.5513114566976853
Duke,1181,1,Hawaii,1218,13,0.8075396776906641
Duke,1181,1,High Point,1219,12,0.7625291488018107
Duke,1181,1,Hofstra,1220,13,0.7843859378543143
Duke,1181,1,Houston,1222,2,0.5445903751518543
Duke,1181,1,Howard,1224,16,0.8408842820730483
Duke,1181,1,Idaho,1225,15,0.8475017484413669
Duke,1181,1,Illinois,1228,3,0.6050255827533139
Duke,1181,1,Iowa,1234,9,0.6777417704580504
Duke,1181,1,Iowa St,1235,2,0.7187256382447269
Duke,1181,1,Kansas,1242,4,0.5960336088122938
Duke,1181,1,Kennesaw State,1244,14,0.7187256382447269
Duke,1181,1,Kentucky,1246,7,0.6387752526283458
Duke,1181,1,Lehigh,1250,16,0.8955770684684855
Duke,1181,1,LIU Brooklyn,1254,16,0.8703969242601295
Duke,1181,1,Louisville,1257,6,0.6422015355164229
Duke,1181,1,McNeese St,1270,12,0.7187256382447269
Duke,1181,1,Miami FL,1274,7,0.6699618323708013
Duke,1181,1,Miami OH,1275,11,0.7864375378994953
Duke,1181,1,Michigan,1276,1,0.45266882254770985
Duke,1181,1,Michigan St,1277,3,0.7187256382447269
Duke,1181,1,Missouri,1281,10,0.7278896311505333
Duke,1181,1,North Dakota State,1295,14,0.7187256382447269
Duke,1181,1,NC State,1301,11,0.7187256382447269
Duke,1181,1,Nebraska,1304,4,0.6630273567307675
Duke,1181,1,North Carolina,1314,6,0.568914642769972
Duke,1181,1,Northern Iowa,1320,12,0.7690516232169188
Duke,1181,1,Ohio St,1326,8,0.7187256382447269
Duke,1181,1,Penn,1335,14,0.8297465336571889
Duke,1181,1,Prairie View,1341,16,0.7187256382447269
Duke,1181,1,Purdue,1345,2,0.5790813985644515
Duke,1181,1,Queens,1474,15,0.8471040610514824
Duke,1181,1,Santa Clara,1365,10,0.7099500307588814
Duke,1181,1,Siena,1373,16,0.8512745101277274
Duke,1181,1,SMU,1374,11,0.7111939082393879
Duke,1181,1,South Florida,1378,11,0.7237792306886163
Duke,1181,1,St John's,1385,5,0.7187256382447269
Duke,1181,1,Saint Louis,1387,9,0.6912686899387933
Duke,1181,1,St Mary's CA,1388,7,0.7187256382447269
Duke,1181,1,TCU,1395,9,0.7146091328355929
Duke,1181,1,Tennessee,1397,6,0.6249774665241663
Duke,1181,1,Tennessee State,1398,15,0.7187256382447269
Duke,1181,1,Texas,1400,11,0.7229738645624325
Duke,1181,1,Texas A&M,1401,10,0.7020493453838474
Duke,1181,1,Texas Tech,1403,5,0.6627745446245831
Duke,1181,1,Troy,1407,13,0.8191064389275962
Duke,1181,1,UCF,1416,10,0.7511579622520337
Duke,1181,1,UCLA,1417,7,0.6483018467813735
Duke,1181,1,UMBC,1420,16,0.8527766123006914
Duke,1181,1,Utah State,1429,9,0.7187256382447269
Duke,1181,1,Vanderbilt,1435,5,0.6639717567390645
Duke,1181,1,VCU,1433,11,0.7146741405882747
Duke,1181,1,Villanova,1437,8,0.6897658496527229
Duke,1181,1,Virginia,1438,3,0.684590574101211
Duke,1181,1,Wisconsin,1458,5,0.6488838885474831
Duke,1181,1,Wright State,1460,14,0.7187256382447269
Florida,1196,1,Furman,1202,15,0.8238928650612767
Florida,1196,1,Georgia,1208,8,0.660853372534067
Florida,1196,1,Gonzaga,1211,3,0.5157857601842266
Florida,1196,1,Hawaii,1218,13,0.7857851392561247
Florida,1196,1,High Point,1219,12,0.7379633842681987
Florida,1196,1,Hofstra,1220,13,0.7592558783085197
Florida,1196,1,Houston,1222,2,0.5090064567780825
Florida,1196,1,Howard,1224,16,0.8231314565436305
Florida,1196,1,Idaho,1225,15,0.8281159240981045
Florida,1196,1,Illinois,1228,3,0.5704390904680421
Florida,1196,1,Iowa,1234,9,0.6457949995339072
Florida,1196,1,Iowa St,1235,2,0.6889772590753274
Florida,1196,1,Kansas,1242,4,0.5612307465293941
Florida,1196,1,Kennesaw State,1244,14,0.6889772590753274
Florida,1196,1,Kentucky,1246,7,0.6052157152427837
Florida,1196,1,Lehigh,1250,16,0.8814477655719055
Florida,1196,1,LIU Brooklyn,1254,16,0.8534181836566794
Florida,1196,1,Louisville,1257,6,0.6087653540675394
Florida,1196,1,McNeese St,1270,12,0.6889772590753274
Florida,1196,1,Miami FL,1274,7,0.6376561447539579
Florida,1196,1,Miami OH,1275,11,0.7614738810900077
Michigan,1276,1,Florida,1196,1,0.5824162255202312
Florida,1196,1,Michigan St,1277,3,0.6889772590753274
Florida,1196,1,Missouri,1281,10,0.6987041610124698
Florida,1196,1,North Dakota State,1295,14,0.6889772590753274
Florida,1196,1,NC State,1301,11,0.6889772590753274
Florida,1196,1,Nebraska,1304,4,0.6304173367083896
Florida,1196,1,North Carolina,1314,6,0.5336036188897613
Florida,1196,1,Northern Iowa,1320,12,0.7427205460887613
Florida,1196,1,Ohio St,1326,8,0.6889772590753274
Florida,1196,1,Penn,1335,14,0.8100073739574732
Florida,1196,1,Prairie View,1341,16,0.6889772590753274
Florida,1196,1,Purdue,1345,2,0.5439355650377207
Florida,1196,1,Queens,1474,15,0.8289911726674235
Florida,1196,1,Santa Clara,1365,10,0.6796871573801001
Florida,1196,1,Siena,1373,16,0.8322733691816787
Florida,1196,1,SMU,1374,11,0.681002502788714
Florida,1196,1,South Florida,1378,11,0.6943380274851515
Florida,1196,1,St John's,1385,5,0.6889772590753274
Florida,1196,1,Saint Louis,1387,9,0.6599901547836472
Florida,1196,1,St Mary's CA,1388,7,0.6889772590753274
Florida,1196,1,TCU,1395,9,0.6846164262341149
Florida,1196,1,Tennessee,1397,6,0.5909569072018505
Florida,1196,1,Tennessee State,1398,15,0.6889772590753274
Florida,1196,1,Texas,1400,11,0.6934831738352095
Florida,1196,1,Texas A&M,1401,10,0.6713437470114955
Florida,1196,1,Texas Tech,1403,5,0.6301537063088233
Florida,1196,1,Troy,1407,13,0.7969756729163963
Florida,1196,1,UCF,1416,10,0.7235202118814521
Florida,1196,1,UCLA,1417,7,0.6150940627626144
Florida,1196,1,UMBC,1420,16,0.8339299414064117
Florida,1196,1,Utah State,1429,9,0.6889772590753274
Florida,1196,1,Vanderbilt,1435,5,0.6314023214353179
Florida,1196,1,VCU,1433,11,0.6846852513666816
Florida,1196,1,Villanova,1437,8,0.6584102949071683
Florida,1196,1,Virginia,1438,3,0.6529751095387678
Florida,1196,1,Wisconsin,1458,5,0.6156984840694747
Florida,1196,1,Wright State,1460,14,0.6889772590753274
Georgia,1208,8,Furman,1202,15,0.7059611958342813
Gonzaga,1211,3,Furman,1202,15,0.814539943818561
Hawaii,1218,13,Furman,1202,15,0.5403939306762077
High Point,1219,12,Furman,1202,15,0.6024818644955219
Hofstra,1220,13,Furman,1202,15,0.5973279322519898
Houston,1222,2,Furman,1202,15,0.8186040422131655
Furman,1202,15,Howard,1224,16,0.5460220278711143
Idaho,1225,15,Furman,1202,15,0.49265430230500706
Illinois,1228,3,Furman,1202,15,0.7789064648920737
Iowa,1234,9,Furman,1202,15,0.7195724271037284
Iowa St,1235,2,Furman,1202,15,0.6786567780169397
Kansas,1242,4,Furman,1202,15,0.7852941644385599
Kennesaw State,1244,14,Furman,1202,15,0.6786567780169397
Kentucky,1246,7,Furman,1202,15,0.7531907091264547
Furman,1202,15,Lehigh,1250,16,0.6137882278236764
Furman,1202,15,LIU Brooklyn,1254,16,0.5544625499340158
Louisville,1257,6,Furman,1202,15,0.7504141993320955
McNeese St,1270,12,Furman,1202,15,0.6786567780169397
Miami FL,1274,7,Furman,1202,15,0.7266600354302555
Miami OH,1275,11,Furman,1202,15,0.5943965949175137
Michigan,1276,1,Furman,1202,15,0.8671104634809855
Michigan St,1277,3,Furman,1202,15,0.6786567780169397
Missouri,1281,10,Furman,1202,15,0.6685896564407822
North Dakota State,1295,14,Furman,1202,15,0.6786567780169397
NC State,1301,11,Furman,1202,15,0.6786567780169397
Nebraska,1304,4,Furman,1202,15,0.7328127257549493
North Carolina,1314,6,Furman,1202,15,0.8035024973895296
Northern Iowa,1320,12,Furman,1202,15,0.6184067064857925
Ohio St,1326,8,Furman,1202,15,0.6786567780169397
Penn,1335,14,Furman,1202,15,0.4987438549448956
Furman,1202,15,Prairie View,1341,16,0.3213432219830603
Purdue,1345,2,Furman,1202,15,0.7968547673953356
Furman,1202,15,Queens,1474,15,0.5361081513467862
Santa Clara,1365,10,Furman,1202,15,0.6879630444629385
Furman,1202,15,Siena,1373,16,0.5147151310274611
SMU,1374,11,Furman,1202,15,0.6866631943540068
South Florida,1378,11,Furman,1202,15,0.6731504506035106
St John's,1385,5,Furman,1202,15,0.6786567780169397
Saint Louis,1387,9,Furman,1202,15,0.7067595582755155
St Mary's CA,1388,7,Furman,1202,15,0.6786567780169397
TCU,1395,9,Furman,1202,15,0.6830618668084306
Tennessee,1397,6,Furman,1202,15,0.7640521760389424
Tennessee State,1398,15,Furman,1202,15,0.6786567780169397
Texas,1400,11,Furman,1202,15,0.6740353564563554
Texas A&M,1401,10,Furman,1202,15,0.6960755508716959
Texas Tech,1403,5,Furman,1202,15,0.7330341810478386
Troy,1407,13,Furman,1202,15,0.5437502355427131
UCF,1416,10,Furman,1202,15,0.6412876304893983
UCLA,1417,7,Furman,1202,15,0.7453894582490663
Furman,1202,15,UMBC,1420,16,0.5176905337719012
Utah State,1429,9,Furman,1202,15,0.6786567780169397
Vanderbilt,1435,5,Furman,1202,15,0.7319837039856759
VCU,1433,11,Furman,1202,15,0.6829928513924324
Villanova,1437,8,Furman,1202,15,0.7082149009500516
Virginia,1438,3,Furman,1202,15,0.7131649582582655
Wisconsin,1458,5,Furman,1202,15,0.7449045013828747
Wright State,1460,14,Furman,1202,15,0.6786567780169397
Gonzaga,1211,3,Georgia,1208,8,0.6465561496080512
Georgia,1208,8,Hawaii,1218,13,0.6712667359552656
Georgia,1208,8,High Point,1219,12,0.6130216534053528
Georgia,1208,8,Hofstra,1220,13,0.6181031406095974
Houston,1222,2,Georgia,1208,8,0.6527319786010386
Georgia,1208,8,Howard,1224,16,0.742778283255454
Georgia,1208,8,Idaho,1225,15,0.7120237860609089
Illinois,1228,3,Georgia,1208,8,0.5947065199187633
Georgia,1208,8,Iowa,1234,9,0.48338282884036893
Iowa St,1235,2,Georgia,1208,8,0.46798317059214684
Kansas,1242,4,Georgia,1208,8,0.6037083932505766
Georgia,1208,8,Kennesaw State,1244,14,0.5320168294078532
Kentucky,1246,7,Georgia,1208,8,0.5596776690165164
Georgia,1208,8,Lehigh,1250,16,0.7923439772447531
Georgia,1208,8,LIU Brooklyn,1254,16,0.749240645112946
Louisville,1257,6,Georgia,1208,8,0.5560074835535301
Georgia,1208,8,McNeese St,1270,12,0.5320168294078532
Miami FL,1274,7,Georgia,1208,8,0.5254514589298783
Georgia,1208,8,Miami OH,1275,11,0.6209723997103092
Michigan,1276,1,Georgia,1208,8,0.7310191796877087
Michigan St,1277,3,Georgia,1208,8,0.46798317059214684
Georgia,1208,8,Missouri,1281,10,0.5433993491682406
Georgia,1208,8,North Dakota State,1295,14,0.5320168294078532
Georgia,1208,8,NC State,1301,11,0.5320168294078532
Nebraska,1304,4,Georgia,1208,8,0.533223931458461
North Carolina,1314,6,Georgia,1208,8,0.6300618231463341
Georgia,1208,8,Northern Iowa,1320,12,0.5970185249354303
Ohio St,1326,8,Georgia,1208,8,0.46798317059214684
Georgia,1208,8,Penn,1335,14,0.7070031198707218
Georgia,1208,8,Prairie View,1341,16,0.5320168294078532
Purdue,1345,2,Georgia,1208,8,0.6203190755887298
Georgia,1208,8,Queens,1474,15,0.7350764088587123
Georgia,1208,8,Santa Clara,1365,10,0.5212958669112995
Georgia,1208,8,Siena,1373,16,0.718033114912772
Georgia,1208,8,SMU,1374,11,0.5228049864844693
Georgia,1208,8,South Florida,1378,11,0.5382699138207104
St John's,1385,5,Georgia,1208,8,0.46798317059214684
Georgia,1208,8,Saint Louis,1387,9,0.4990377259258679
St Mary's CA,1388,7,Georgia,1208,8,0.46798317059214684
Georgia,1208,8,TCU,1395,9,0.5269662291120581
Tennessee,1397,6,Georgia,1208,8,0.5742412804464139
Georgia,1208,8,Tennessee State,1398,15,0.5320168294078532
Georgia,1208,8,Texas,1400,11,0.5372694652601946
Georgia,1208,8,Texas A&M,1401,10,0.5117901816143775
Texas Tech,1403,5,Georgia,1208,8,0.5335055061109875
Georgia,1208,8,Troy,1407,13,0.6682762075082223
Georgia,1208,8,UCF,1416,10,0.5731931844857814
UCLA,1417,7,Georgia,1208,8,0.5494189336539357
Georgia,1208,8,UMBC,1420,16,0.7204389956996331
Georgia,1208,8,Utah State,1429,9,0.5320168294078532
Vanderbilt,1435,5,Georgia,1208,8,0.5321709795829513
Georgia,1208,8,VCU,1433,11,0.527045690734352
Villanova,1437,8,Georgia,1208,8,0.5027203441345973
Virginia,1438,3,Georgia,1208,8,0.5087383455737448
Wisconsin,1458,5,Georgia,1208,8,0.5487866635893781
Georgia,1208,8,Wright State,1460,14,0.5320168294078532
Gonzaga,1211,3,Hawaii,1218,13,0.7756090895962178
Gonzaga,1211,3,High Point,1219,12,0.726589222024594
Gonzaga,1211,3,Hofstra,1220,13,0.7475221056077279
Houston,1222,2,Gonzaga,1211,3,0.50678316095632
Gonzaga,1211,3,Howard,1224,16,0.8147970041298125
Gonzaga,1211,3,Idaho,1225,15,0.8189379969751029
Illinois,1228,3,Gonzaga,1211,3,0.4451024999996254
Gonzaga,1211,3,Iowa,1234,9,0.6312172171243257
Iowa St,1235,2,Gonzaga,1211,3,0.3247169184256287
Gonzaga,1211,3,Kansas,1242,4,0.5456213720516592
Gonzaga,1211,3,Kennesaw State,1244,14,0.6752830815743713
Gonzaga,1211,3,Kentucky,1246,7,0.5900280691573757
Gonzaga,1211,3,Lehigh,1250,16,0.8746866218584655
Gonzaga,1211,3,LIU Brooklyn,1254,16,0.8453389730352834
Gonzaga,1211,3,Louisville,1257,6,0.5936225726643932
Gonzaga,1211,3,McNeese St,1270,12,0.6752830815743713
Gonzaga,1211,3,Miami FL,1274,7,0.6229389735152179
Gonzaga,1211,3,Miami OH,1275,11,0.749812590711796
Michigan,1276,1,Gonzaga,1211,3,0.5976935871937286
Michigan St,1277,3,Gonzaga,1211,3,0.3247169184256287
Gonzaga,1211,3,Missouri,1281,10,0.685242599889562
Gonzaga,1211,3,North Dakota State,1295,14,0.6752830815743713
Gonzaga,1211,3,NC State,1301,11,0.6752830815743713
Gonzaga,1211,3,Nebraska,1304,4,0.615583399718571
Gonzaga,1211,3,North Carolina,1314,6,0.51785574564582
Gonzaga,1211,3,Northern Iowa,1320,12,0.7304669484755442
Gonzaga,1211,3,Ohio St,1326,8,0.6752830815743713
Gonzaga,1211,3,Penn,1335,14,0.8007341920326457
Gonzaga,1211,3,Prairie View,1341,16,0.6752830815743713
Purdue,1345,2,Gonzaga,1211,3,0.4717718839965034
Gonzaga,1211,3,Queens,1474,15,0.8204523312587781
Gonzaga,1211,3,Santa Clara,1365,10,0.6657823628064163
Gonzaga,1211,3,Siena,1373,16,0.8232700575436882
Gonzaga,1211,3,SMU,1374,11,0.6671268433876861
Gonzaga,1211,3,South Florida,1378,11,0.6807705193336063
Gonzaga,1211,3,St John's,1385,5,0.6752830815743713
Gonzaga,1211,3,Saint Louis,1387,9,0.6456760526673726
Gonzaga,1211,3,St Mary's CA,1388,7,0.6752830815743713
Gonzaga,1211,3,TCU,1395,9,0.67082197929063625
Gonzaga,1211,3,Tennessee,1397,6,0.5756053710196523
Gonzaga,1211,3,Tennessee State,1398,15,0.6752830815743713
Gonzaga,1211,3,Texas,1400,11,0.6798952143393482
Gonzaga,1211,3,Texas A&M,1401,10,0.6572594022793995
Gonzaga,1211,3,Texas Tech,1403,5,0.615315644777966
Gonzaga,1211,3,Troy,1407,13,0.7865635369936845
Gonzaga,1211,3,UCF,1416,10,0.7107083355930726
Gonzaga,1211,3,UCLA,1417,7,0.6000352980121356
Gonzaga,1211,3,UMBC,1420,16,0.8249968542585057
Gonzaga,1211,3,Utah State,1429,9,0.6752830815743713
Gonzaga,1211,3,Vanderbilt,1435,5,0.6165838742262321
Gonzaga,1211,3,VCU,1433,11,0.67089236762596
Gonzaga,1211,3,Villanova,1437,8,0.6440655515118879
Gonzaga,1211,3,Virginia,1438,3,0.6385274292320017
Gonzaga,1211,3,Wisconsin,1458,5,0.6006480133914117
Gonzaga,1211,3,Wright State,1460,14,0.6752830815743713
High Point,1219,12,Hawaii,1218,13,0.5631333322351324
Hofstra,1220,13,Hawaii,1218,13,0.5578436408965398
Houston,1222,2,Hawaii,1218,13,0.7800221737416945
Hawaii,1218,13,Howard,1224,16,0.5857781088914453
Hawaii,1218,13,Idaho,1225,15,0.5476830340259445
Illinois,1228,3,Hawaii,1218,13,0.7374510399150679
Iowa,1234,9,Hawaii,1218,13,0.685769134571006
Iowa St,1235,2,Hawaii,1218,13,0.6344120985305963
Kansas,1242,4,Hawaii,1218,13,0.7442238824581006
Hawaii,1218,13,Kennesaw State,1244,14,0.35762733826327814
Kentucky,1246,7,Hawaii,1218,13,0.7218735064057746
Hawaii,1218,13,Lehigh,1250,16,0.6513986318016869
Hawaii,1218,13,LIU Brooklyn,1254,16,0.594029041419392
Louisville,1257,6,Hawaii,1218,13,0.7188761863454838
McNeese St,1270,12,Hawaii,1218,13,0.6423726617367218
Miami FL,1274,7,Hawaii,1218,13,0.6933470055479729
Miami OH,1275,11,Hawaii,1218,13,0.5548390807616709
Michigan,1276,1,Hawaii,1218,13,0.833801761303203
Michigan St,1277,3,Hawaii,1218,13,0.6344120985305963
Missouri,1281,10,Hawaii,1218,13,0.6317855639439117
Hawaii,1218,13,North Dakota State,1295,14,0.35762733826327814
NC State,1301,11,Hawaii,1218,13,0.6423726617367218
Nebraska,1304,4,Hawaii,1218,13,0.6893621606655385
North Carolina,1314,6,Hawaii,1218,13,0.7766763997951611
Northern Iowa,1320,12,Hawaii,1218,13,0.5795344000485416
Ohio St,1326,8,Hawaii,1218,13,0.6423726617367218
Hawaii,1218,13,Penn,1335,14,0.5416416240413146
Hawaii,1218,13,Prairie View,1341,16,0.35762733826327814
Purdue,1345,2,Hawaii,1218,13,0.756554554409213
Hawaii,1218,13,Queens,1474,15,0.5760583423924163
Santa Clara,1365,10,Hawaii,1218,13,0.6521912008492808
Hawaii,1218,13,Siena,1373,16,0.5549783447551754
SMU,1374,11,Hawaii,1218,13,0.6508179699270671
South Florida,1378,11,Hawaii,1218,13,0.63657753728574
St John's,1385,5,Hawaii,1218,13,0.6423726617367218
Saint Louis,1387,9,Hawaii,1218,13,0.6721155476464663
St Mary's CA,1388,7,Hawaii,1218,13,0.6423726617367218
TCU,1395,9,Hawaii,1218,13,0.6470164403652595
Tennessee,1397,6,Hawaii,1218,13,0.7336257528810423
Hawaii,1218,13,Tennessee State,1398,15,0.35762733826327814
Texas,1400,11,Hawaii,1218,13,0.6375081393252141
Texas A&M,1401,10,Hawaii,1218,13,0.6607751454295937
Texas Tech,1403,5,Hawaii,1218,13,0.7001774656708469
Troy,1407,13,Hawaii,1218,13,0.5033801994147947
UCF,1416,10,Hawaii,1218,13,0.6032507757385819
UCLA,1417,7,Hawaii,1218,13,0.7134589573012223
Hawaii,1218,13,UMBC,1420,16,0.5579189113036628
Utah State,1429,9,Hawaii,1218,13,0.6423726617367218
Vanderbilt,1435,5,Hawaii,1218,13,0.6990507807103327
VCU,1433,11,Hawaii,1218,13,0.6469436328218624
Villanova,1437,8,Hawaii,1218,13,0.6736634378085851
Virginia,1438,3,Hawaii,1218,13,0.669247237089583
Wisconsin,1458,5,Hawaii,1218,13,0.7129366045538229
Hawaii,1218,13,Wright State,1460,14,0.35762733826327814
High Point,1219,12,Hofstra,1220,13,0.5053681056585295
Houston,1222,2,High Point,1219,12,0.7315129373799343
High Point,1219,12,Howard,1224,16,0.6457541395318512
High Point,1219,12,Idaho,1225,15,0.6094978419403092
Illinois,1228,3,High Point,1219,12,0.6845688361362386
Iowa,1234,9,High Point,1219,12,0.6286721875412671
Iowa St,1235,2,High Point,1219,12,0.575612859676992
Kansas,1242,4,High Point,1219,12,0.6919566493562096
High Point,1219,12,Kennesaw State,1244,14,0.4178054610124293
Kentucky,1246,7,High Point,1219,12,0.6681623893918094
High Point,1219,12,Lehigh,1250,16,0.7066317701422112
High Point,1219,12,LIU Brooklyn,1254,16,0.6535170398737937
Louisville,1257,6,High Point,1219,12,0.6648549705970088
McNeese St,1270,12,High Point,1219,12,0.5821945389875708
Miami FL,1274,7,High Point,1219,12,0.6368979286437222
Miami OH,1275,11,High Point,1219,12,0.49158927089927357
Michigan,1276,1,High Point,1219,12,0.792660332690244
Michigan St,1277,3,High Point,1219,12,0.575612859676992
Missouri,1281,10,High Point,1219,12,0.5710156500968747
High Point,1219,12,North Dakota State,1295,14,0.4178054610124293
NC State,1301,11,High Point,1219,12,0.5821945389875708
Nebraska,1304,4,High Point,1219,12,0.6329416856381292
North Carolina,1314,6,High Point,1219,12,0.7295841123060421
Northern Iowa,1320,12,High Point,1219,12,0.516737236664773
Ohio St,1326,8,High Point,1219,12,0.5821945389875708
High Point,1219,12,Penn,1335,14,0.603684619400711
High Point,1219,12,Prairie View,1341,16,0.4178054610124293
Purdue,1345,2,High Point,1219,12,0.7054841305540769
High Point,1219,12,Queens,1474,15,0.6365685658025783
Santa Clara,1365,10,High Point,1219,12,0.5926174682414529
High Point,1219,12,Siena,1373,16,0.61649428611609
SMU,1374,11,High Point,1219,12,0.5911564745965582
South Florida,1378,11,High Point,1219,12,0.5760678128323176
St John's,1385,5,High Point,1219,12,0.5821945389875708
Saint Louis,1387,9,High Point,1219,12,0.6139343624739176
St Mary's CA,1388,7,High Point,1219,12,0.5821945389875708
TCU,1395,9,High Point,1219,12,0.5871174796910961
Tennessee,1397,6,High Point,1219,12,0.6811818391733627
High Point,1219,12,Tennessee State,1398,15,0.4178054610124293
Texas,1400,11,High Point,1219,12,0.5770504125762371
Texas A&M,1401,10,High Point,1219,12,0.6017739455740161
Texas Tech,1403,5,High Point,1219,12,0.6443407734137337
High Point,1219,12,Troy,1407,13,0.5598041824485701
UCF,1416,10,High Point,1219,12,0.5411914809752181
UCLA,1417,7,High Point,1219,12,0.6588907083146606
High Point,1219,12,UMBC,1420,16,0.6193072020594149
Utah State,1429,9,High Point,1219,12,0.5821945389875708
Vanderbilt,1435,5,High Point,1219,12,0.6431112135921567
VCU,1433,11,High Point,1219,12,0.5870402027722166
Villanova,1437,8,High Point,1219,12,0.6155998292669373
Virginia,1438,3,High Point,1219,12,0.611758127014256
Wisconsin,1458,5,High Point,1219,12,0.6583165198861496
High Point,1219,12,Wright State,1460,14,0.4178054610124293
Houston,1222,2,Hofstra,1220,13,0.7526087640072728
Hofstra,1220,13,Howard,1224,16,0.6408267786658102
Hofstra,1220,13,Idaho,1225,15,0.6043751414380291
Illinois,1228,3,Hofstra,1220,13,0.7036961813900869
Iowa,1234,9,Hofstra,1220,13,0.6336709731878107
Iowa St,1235,2,Hofstra,1220,13,0.5874083762149297
Kansas,1242,4,Hofstra,1220,13,0.7114518424881724
Hofstra,1220,13,Kennesaw State,1244,14,0.4125916237850703
Kentucky,1246,7,Hofstra,1220,13,0.6729061561826126
Hofstra,1220,13,Lehigh,1250,16,0.7021606278800872
Hofstra,1220,13,LIU Brooklyn,1254,16,0.648638904939225
Louisville,1257,6,Hofstra,1220,13,0.6696226399955777
McNeese St,1270,12,Hofstra,1220,13,0.5874083762149297
Miami FL,1274,7,Hofstra,1220,13,0.6418490646953519
Miami OH,1275,11,Hofstra,1220,13,0.49695682696461796
Michigan,1276,1,Hofstra,1220,13,0.8147695198303486
Michigan St,1277,3,Hofstra,1220,13,0.5874083762149297
Missouri,1281,10,Hofstra,1220,13,0.5762674571838234
Hofstra,1220,13,North Dakota State,1295,14,0.4125916237850703
NC State,1301,11,Hofstra,1220,13,0.5874083762149297
Nebraska,1304,4,Hofstra,1220,13,0.6489886354526141
North Carolina,1314,6,Hofstra,1220,13,0.7337996494989178
Northern Iowa,1320,12,Hofstra,1220,13,0.5220974007601122
Ohio St,1326,8,Hofstra,1220,13,0.5874083762149297
Hofstra,1220,13,Penn,1335,14,0.5985358901033613
Hofstra,1220,13,Prairie View,1341,16,0.4125916237850703
Purdue,1345,2,Hofstra,1220,13,0.7255991081155264
Hofstra,1220,13,Queens,1474,15,0.6315863315298244
Santa Clara,1365,10,Hofstra,1220,13,0.5977910946552212
Hofstra,1220,13,Siena,1373,16,0.6114048501702651
SMU,1374,11,Hofstra,1220,13,0.5963360169188108
South Florida,1378,11,Hofstra,1220,13,0.5813031212064197
St John's,1385,5,Hofstra,1220,13,0.5874083762149297
Saint Louis,1387,9,Hofstra,1220,13,0.6190113132878434
St Mary's CA,1388,7,Hofstra,1220,13,0.5874083762149297
TCU,1395,9,Hofstra,1220,13,0.5923129026790376
Tennessee,1397,6,Hofstra,1220,13,0.6858270010467428
Hofstra,1220,13,Tennessee State,1398,15,0.4125916237850703
Texas,1400,11,Hofstra,1220,13,0.5822823853998105
Texas A&M,1401,10,Hofstra,1220,13,0.6069084207143383
